target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,id_,date,expName,psychopyVersion,frameRate
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,15,69,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,2.04988650000087,462.273564199997,463.335906199998,463.252489999999,None,462.273564199997,None,462.273564199997,None,462.273564199997,None,465.304523999999,None,465.304523999999,None,465.304523999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,16,70,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.34385230000044,466.369122999997,467.434913899997,467.351220599998,None,466.369122999997,None,466.369122999997,None,466.369122999997,None,468.66942723333,None,468.66942723333,None,468.66942723333,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,17,71,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,2.20499500000005,468.719016399999,469.767326499998,469.7173697,None,468.719016399999,None,468.719016399999,None,468.719016399999,None,471.885269099999,None,471.885269099999,None,471.885269099999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,0,72,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,j,j,1,1.39001550000103,472.966096499997,473.982979099997,473.949535699998,None,472.966096499997,None,472.966096499997,None,472.966096499997,None,475.282650666664,None,475.282650666664,None,475.282650666664,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,1,73,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,3.74052470000242,475.3530928,476.399019999997,476.332307199998,None,475.3530928,None,475.3530928,None,475.3530928,None,480.066130699997,None,480.066130699997,None,480.066130699997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,2,74,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,1.8622398999978,481.1151178,482.130394699998,482.097763199999,None,481.1151178,None,481.1151178,None,481.1151178,None,483.930800833332,None,483.930800833332,None,483.930800833332,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,3,75,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,1.76518829999986,483.998435399997,485.047337699998,484.980087499996,None,483.998435399997,None,483.998435399997,None,483.998435399997,None,486.699299166663,None,486.699299166663,None,486.699299166663,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,4,76,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,1.55737429999863,486.731560799999,487.748004699999,487.748004699999,None,486.731560799999,None,486.731560799999,None,486.731560799999,None,489.263668566666,None,489.263668566666,None,489.263668566666,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,5,77,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,j,j,1,2.43641470000148,489.298058599998,490.3457542,490.3457542,None,489.298058599998,None,489.298058599998,None,489.298058599998,None,492.713049399998,None,492.713049399998,None,492.713049399998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,6,78,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,1.5875918999991,493.762995499997,494.827849999998,494.744583299998,None,493.762995499997,None,493.762995499997,None,493.762995499997,None,496.314327233333,None,496.314327233333,None,496.314327233333,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,7,79,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,j,j,1,2.54446389999794,496.362375199998,497.397237199999,497.361779899999,None,496.362375199998,None,496.362375199998,None,496.362375199998,None,499.877902599997,None,499.877902599997,None,499.877902599997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,8,80,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,4.33371780000016,500.926486299999,501.959753199997,501.9278509,None,500.926486299999,None,500.926486299999,None,500.926486299999,None,506.245012799998,None,506.245012799998,None,506.245012799998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,81,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,j,j,1,3.0793162000009,507.315313599996,508.374798399997,508.291407499997,None,507.315313599996,None,507.315313599996,None,507.315313599996,None,511.358993999998,None,511.358993999998,None,511.358993999998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,10,82,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.8103635999978,512.406482699997,513.475081099998,513.4242165,None,512.406482699997,None,512.406482699997,None,512.406482699997,None,515.177475433331,None,515.177475433331,None,515.177475433331,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,83,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,3.20451200000025,515.224132899999,516.275330499997,516.206004399999,None,515.224132899999,None,515.224132899999,None,515.224132899999,None,519.408118399999,None,519.408118399999,None,519.408118399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,12,84,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,3.95167619999847,520.458543899997,521.504538899997,521.4217517,None,520.458543899997,None,520.458543899997,None,520.458543899997,None,525.386596299999,None,525.386596299999,None,525.386596299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,13,85,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,4.72147810000024,526.4207068,527.4397049,527.403050599998,None,526.4207068,None,526.4207068,None,526.4207068,None,532.120432699998,None,532.120432699998,None,532.120432699998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,14,86,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,3.23798080000051,533.201516599998,534.251766999998,534.201766599999,None,533.201516599998,None,533.201516599998,None,533.201516599998,None,537.400499599997,None,537.400499599997,None,537.400499599997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,15,87,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,1.92839950000052,538.434892699999,539.4698173,539.400040999997,None,538.434892699999,None,538.434892699999,None,538.434892699999,None,541.336206533332,None,541.336206533332,None,541.336206533332,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,1.49311769999986,541.386431899999,542.468271599999,542.3666156,None,541.386431899999,None,541.386431899999,None,541.386431899999,None,543.832852533331,None,543.832852533331,None,543.832852533331,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,17,89,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.30985239999791,543.885846599998,544.948803799998,544.865617699998,None,543.885846599998,None,543.885846599998,None,543.885846599998,None,546.148890033332,None,546.148890033332,None,546.148890033332,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,502,2023-08-15_15h51.01.525,Main,2022.1.1,None
